,title,link,author,publish_time,content
0,Google Doodle celebrates Spain's FIFA Women's World Cup win with a special illustration,https://www.livemint.com/sports/football-news/google-doodle-celebrates-spains-fifa-womens-world-cup-win-with-a-special-illustration-11692578889917.html,Livemint,"Updated: 21 Aug 2023, 07:03 AM IST","Also Read: Google Doodle celebrates Tujuhbelasan, Indonesia's Independence DayAfter the victory, Spain became the first team to hold the under-17, under-20 and the world title at the same time. Spain has also become only the second country after Germany to win both men's and women's titles and ended the drought for a major international trophy for a European team since 2007. 



   La Roja, as the Spanish team is known, played as if they were going to dominate in front of a sell-out crowd of 75,784 at Stadium Australia. Captain Olga Carmona scored the only goal of the game in the 29th minute, beating England goalkeeper Mary Earps with a shot from the left wing.        Spanish Federation said that the star player later learned about her father's death after winning the game for her side.    Ogla also wrote about her father in a heartfelt post on X (formerly Twitter). She wrote, “And without knowing it, I had my Star before the game started. l. I know that you gave me the strength to achieve something unique. I know that you were watching me tonight and that you are proud of me. Rest in peace, dad.""    Spain's players gathered in front of their goal after the final whistle and danced on the pitch until the trophy was presented, kissing it and raising their arms in triumph, AP reported.    After the game, Carmona said, “We’ve suffered a lot throughout the past 12 months but I think everything has a reason to be. This has made us a stronger team…And it’s really incredible. I don’t know just why Spain is the world champions, but I think that we deserved it.""           
Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more.

Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!



 Related Premium Stories         T20 cricket league LLC to raise $10mn          Mint Explainer: Money rain at the Cricket World Cup          Mint Explainer: BCCI and media rights - an affair since 1992          Gaming sponsors brace for impact amid GST turmoil          MotoGP Bharat to flag off with an investment of ₹250 crore          IPL 2023 brand value crosses $3 billion          Cloud over BCCI earnings as search for sponsors continues          Mint Explainer: How Saudi Arabia wrangled a seat at golf’s high table          Get, set, bet: Inside the high-stakes battle against gambling apps          Investing lessons from the WPL       Explore Premium   


                Catch all the Sports News and Updates on Live Mint. Check all the latest action on Budget 2024 here.
        Download The Mint News App to get Daily Market Updates & Live Business News.
    
More
Less
 
		Published: 21 Aug 2023, 06:46 AM IST
	
Topics You May Be Interested In 
 google doodle 
 spain football team 
 olga carmona 
 england vs spain 
 women's world cup final 
 fifa women's world cup final 
 google doodle today 
 today google doodle After the victory, Spain became the first team to hold the under-17, under-20 and the world title at the same time. Spain has also become only the second country after Germany to win both men's and women's titles and ended the drought for a major international trophy for a European team since 2007. La Roja, as the Spanish team is known, played as if they were going to dominate in front of a sell-out crowd of 75,784 at Stadium Australia. Captain Olga Carmona scored the only goal of the game in the 29th minute, beating England goalkeeper Mary Earps with a shot from the left wing. Spanish Federation said that the star player later learned about her father's death after winning the game for her side. Ogla also wrote about her father in a heartfelt post on X (formerly Twitter). She wrote, “And without knowing it, I had my Star before the game started. l. I know that you gave me the strength to achieve something unique. I know that you were watching me tonight and that you are proud of me. Rest in peace, dad."" Spain's players gathered in front of their goal after the final whistle and danced on the pitch until the trophy was presented, kissing it and raising their arms in triumph, AP reported. After the game, Carmona said, “We’ve suffered a lot throughout the past 12 months but I think everything has a reason to be. This has made us a stronger team…And it’s really incredible. I don’t know just why Spain is the world champions, but I think that we deserved it.""   Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more. Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!"
1,FIFA Women's World Cup kiss controversy: Spain football chief Luis Rubiales suspended,https://www.livemint.com/sports/football-news/fifa-suspends-spain-football-chief-rubiales-after-world-cup-kiss-11693054613296.html,Livemint,"Updated: 26 Aug 2023, 06:30 PM IST","“The chairman of the FIFA Disciplinary Committee and in order to preserve, among other factors, the fundamental rights of the national soccer team player Ms. Jennifer Hermoso and the good order of the disciplinary proceedings before this disciplinary body, has issued two additional directives (article 7 FDC) by which he orders Mr. Luis Rubiales to refrain, through himself or third parties, from contacting or attempting to contact the professional player of the Spanish national football team Ms. Jennifer Hermoso or her close environment,"" FIFA statement said. “The RFEF and its officials or employees, directly or through third parties, are ordered to refrain from contacting the professional player of the Spanish national team Ms. Jennifer Hermoso and her close environment,"" the statement added. Calls of resignation after World Cup kissThe suspension of the head of Spain's football association comes after the Spanish women's team refused to play any other games while Luis Rubiales continued to head the football body. Luis Rubiales is receiving flak for his behavior during the recent FIFA Women's World Cup in Australia where is kissed Spain's football Jennifer Hermoso on the lips while celebrating the victory and also made some other obscene gestures.  Luis Rubiales has offered an apology in response to an event that provoked strong public anger, resulting in demands for his departure, including from Spain's second deputy prime minister. ""Surely I was wrong, I have to admit. It was without bad faith at a time of maximum effusiveness,"" Reuters quoted Rubiales as saying.   (With inputs from Bloomberg)                
Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more.

Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!



 Related Premium Stories         T20 cricket league LLC to raise $10mn          Mint Explainer: Money rain at the Cricket World Cup          Mint Explainer: BCCI and media rights - an affair since 1992          Gaming sponsors brace for impact amid GST turmoil          MotoGP Bharat to flag off with an investment of ₹250 crore          IPL 2023 brand value crosses $3 billion          Cloud over BCCI earnings as search for sponsors continues          Mint Explainer: How Saudi Arabia wrangled a seat at golf’s high table          Get, set, bet: Inside the high-stakes battle against gambling apps          Investing lessons from the WPL       Explore Premium   


                Catch all the Sports News and Updates on Live Mint. Check all the latest action on Budget 2024 here.
        Download The Mint News App to get Daily Market Updates & Live Business News.
    
More
Less
 
		Published: 26 Aug 2023, 06:27 PM IST
	
Topics You May Be Interested In 
 FIFA 
 Luis Rubiales 
 Spain 
 Spain football chief 
 FIFA Women's World Cup The suspension of the head of Spain's football association comes after the Spanish women's team refused to play any other games while Luis Rubiales continued to head the football body. Luis Rubiales is receiving flak for his behavior during the recent FIFA Women's World Cup in Australia where is kissed Spain's football Jennifer Hermoso on the lips while celebrating the victory and also made some other obscene gestures. Luis Rubiales has offered an apology in response to an event that provoked strong public anger, resulting in demands for his departure, including from Spain's second deputy prime minister. ""Surely I was wrong, I have to admit. It was without bad faith at a time of maximum effusiveness,"" Reuters quoted Rubiales as saying. (With inputs from Bloomberg)    Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more. Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!"
2,FIFA World Cup qualifier: Leo Messi's magic earns Argentina win over Ecuador. Watch,https://www.livemint.com/sports/football-news/fifa-world-cup-qualifier-leo-messis-magic-earns-argentina-win-over-ecuador-watch-11694145036596.html,Author not found,"Updated: 08 Sep 2023, 09:39 AM IST","World champions Argentina were dominant in possession but frustrated in attack as they struggled to make the breakthrough. Captain Messi, however, continued the fine form he is showing with club side Inter Miami by scoring from a free kick after 77 minutes. ""We played against a great team, with good players and physically strong,"" Messi told reporters. ""Everyone always wants to beat Argentina and even more so now that we are the world champions. We can't relax, we have to improve on what we've been doing. ""The objective is to qualify for the World Cup again. We really enjoyed what we did but we have to look ahead."" Messi's goal also tied him with close friend Luis Suarez of Uruguay as the all-time top scorer in the South American qualifying competition with 29."
3,"Lionel Messi to play 2026 World Cup? Argentina football legend says, 'I'm going to as long as...'",https://www.livemint.com/sports/football-news/lionel-messi-to-play-2026-world-cup-argentina-football-legend-says-im-going-to-as-long-as-11701490271413.html,Author not found,"Updated: 02 Dec 2023, 10:11 AM IST","Messi, who recently won his eighth Ballon d'Or, raised the World Cup almost a year ago after starring for Argentina in the final against France in Doha. The 36-year-old had suggested at the time that the tournament in Qatar would be his last and that he wouldn't be around for the next tournament which will be co-hosted by the United States, Canada and Mexico. But having moved to Major League Soccer's Inter Miami and continued performing for the national team in qualifiers for 2026, he says the door remains open. ""I'm not thinking about the World Cup and I'm not saying 100 percent that I won't be there because anything can happen. Because of my age, the most normal thing is that I won't be there. Then we'll see,"" said Messi in an interview with Argentina's Star . The Argentina captain said his focus on June's Copa America which will be held in the United States. ""Maybe we'll do well at the Copa America and everything will work out for us to continue. Maybe not. Realistically it's difficult,"" he said of the chance of a sixth consecutive appearance in the World Cup. Messi said he would be ""the first to know when I can be there and when I can't. I'm also aware that I've gone to a lesser league. But it's all about the personal side of things and the way you deal with it and how you compete. ""As long as I feel I'm well and can continue to contribute, I'm going to do it. Today all I'm thinking about is getting to the Copa America. After that, time will tell if I'm there or not. ""I'm going to arrive at an age that, normally, doesn't allow me to play in the World Cup. I said I don't think I'm going to be there. It looked like after the World Cup I was retiring and it was the opposite. Now I want to be there more than ever,"" he added. Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more. Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!"
4,"Spain clinches maiden FIFA Women's World Cup 2023 trophy, beats England 1-0",https://www.livemint.com/sports/football-news/spain-clinches-maiden-fifa-womens-world-cup-2023-trophy-beats-england-10-11692533541542.html,Saurav Mukherjee,"Updated: 20 Aug 2023, 06:59 PM IST","For Spain, captain Olga Carmona scored the only goal in the 29th minute from the left wing that beat England goalkeeper Mary Earps. Spain's Aitana Bonmati was awared the Golden Ball award. La Roja, nickname for the Spanish team, played like they entered the field to rule ahead of a sellout 75,784 spectators at the Stadium Australia. Carmona, who Real Madrid’s defender made sure in the 29th minute that her shot make entry into the corner to open the scoring for La Roja. ""It was a really tough game, we knew it would be tricky, England have a great team, but I think it was our game,"" Carmona told Spanish national broadcasters La 1. We had the feeling we were going to do it, and this is unstoppable, the truth is I don't know what to tell you."" Carmona celebrated her goal by revealing a message on an undershirt, reading ""Merchi"". The 23-year-old said it was a tribute for a friend whose mother had passed away. ""I want to say this victory is for one of my best friend's mother, who died recently, I celebrated the goal with that shirt,"" added Carmona."
5,Diego Maradona's birthday: Remembering the ‘greatest footballer of all time’,https://www.livemint.com/sports/football-news/diego-maradonas-birthday-remembering-the-greatest-footballer-of-all-time-11698612154404.html,Livemint,"Updated: 30 Oct 2023, 06:44 AM IST","He grew up under poor conditions in Villa Fiorito near Buenos Aires. He was the fourth child of Tota and Chitori Maradona. A 3-year-old Diego received a football as a birthday present from a cousin, and it soon became his dear companion. Maradona displayed football talent at a very early age. At the age of eight, he joined Las Cebollitas (“The Little Onions""), a boys’ team that went on to win 136 consecutive games and a national championship. Early yearsMaradona signed with Argentinos Juniors at age 14. He made his first-division debut in 1976. He was the youngest Argentine to make his debut with the national team.     Maradona was excluded from the 1978 World Cup-winning squad because of his age. It was felt that he was still too young to play.     Maradona, the midfielder, spent five years at the Argentinos Juniors, scoring 116 goals in 166 appearances. In 1979 he led the national under-20 team to a Junior World Cup championship.    In 1981, Maradona moved to Boca Juniors and, in the next year, he moved to Europe, playing with FC Barcelona for a record fee of $7.3 million. In June 1983, Maradona became the first Barcelona player to receive standing ovations from Real Madrid fans.    In 1984, Maradona was transferred to Napoli for another world record fee of $13 million. With Maradona the Napoli team won the league title and cup in 1987 and again the league title in 1990. Maradona’s stint with Napoli came to an end in 1991 when he was arrested in Argentina for cocaine possession and received a 15-month suspension from playing football. In 1995 he returned to Boca Juniors and played his last match on October 25, 1997.  1986-2011Maradona represented the Argentine national team in four World Cups: 1982, 1986, 1990, and 1994. He dominated the 1986 competition in Mexico. In a 2–1 quarterfinal victory over England, he scored two of the most memorable goals in the history of the World Cup.     The first was scored with his hand (the referee mistakenly thought the ball had struck his head), a goal now remembered as the “Hand of God"" goal. The second occurred after Maradona gained possession of the ball at midfield and dribbled through a pack of English defenders and past the keeper before depositing the ball in the goal.     In 1990, he almost single-handedly took his team to the final but lost to Franz Beckenbauer's West Germany after Andreas Brehme scored from a penalty in the 85th minute.    He did not finish the 1994 World Cup because he tested positive for illegal drugs and was suspended.     In 2008, Maradona was named the head coach of the Argentine national team and led the Argentina team to the quarterfinals of the 2010 World Cup. Shortly after the 2010 World Cup, his tenure as the team’s head coach ended as he and Argentina‘s football governing body could not agree on a contract extension.    In 2011, Maradona was hired to coach the United Arab Emirates club Al Waslb but was later fired.  Later lifeMaradona played 490 official club games during his 21-year professional career, scoring 259 goals. He played 91 games for Argentina and scored 34 goals.    He had health problems in his older days because of his alcohol dependency. On November 25, 2020, he suffered a heart attack and passed away at the age of 60.  Messi on MaradonaAfter winning the World Cup for Argentina in 2022, Lionel Messi wished Maradona was alive to see his country become world champions again.    ""I would have liked Diego to give me the cup, or at least to see all this, to see Argentina as world champions, with everything he wanted and how he loved the national team. I think from above, he – like a lot of people who love me – were strong,"" Messi said. 
Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more.

Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!



 Related Premium Stories         T20 cricket league LLC to raise $10mn          Mint Explainer: Money rain at the Cricket World Cup          Mint Explainer: BCCI and media rights - an affair since 1992          Gaming sponsors brace for impact amid GST turmoil          MotoGP Bharat to flag off with an investment of ₹250 crore          IPL 2023 brand value crosses $3 billion          Cloud over BCCI earnings as search for sponsors continues          Mint Explainer: How Saudi Arabia wrangled a seat at golf’s high table          Get, set, bet: Inside the high-stakes battle against gambling apps          Investing lessons from the WPL       Explore Premium   


                Catch all the Sports News and Updates on Live Mint. Check all the latest action on Budget 2024 here.
        Download The Mint News App to get Daily Market Updates & Live Business News.
    
More
Less
 
		Published: 30 Oct 2023, 06:44 AM IST
	
Topics You May Be Interested In 
 Diego Maradona 
 Diego Maradona birthday 
 Argentina 
 Maradona football 
 messi 
 maradona movie 
 maradona world cup 
 maradona football player 
 football player Maradona signed with Argentinos Juniors at age 14. He made his first-division debut in 1976. He was the youngest Argentine to make his debut with the national team. Maradona was excluded from the 1978 World Cup-winning squad because of his age. It was felt that he was still too young to play. Maradona, the midfielder, spent five years at the Argentinos Juniors, scoring 116 goals in 166 appearances. In 1979 he led the national under-20 team to a Junior World Cup championship. In 1981, Maradona moved to Boca Juniors and, in the next year, he moved to Europe, playing with FC Barcelona for a record fee of $7.3 million. In June 1983, Maradona became the first Barcelona player to receive standing ovations from Real Madrid fans. In 1984, Maradona was transferred to Napoli for another world record fee of $13 million. With Maradona the Napoli team won the league title and cup in 1987 and again the league title in 1990. Maradona’s stint with Napoli came to an end in 1991 when he was arrested in Argentina for cocaine possession and received a 15-month suspension from playing football. In 1995 he returned to Boca Juniors and played his last match on October 25, 1997. 1986-2011Maradona represented the Argentine national team in four World Cups: 1982, 1986, 1990, and 1994. He dominated the 1986 competition in Mexico. In a 2–1 quarterfinal victory over England, he scored two of the most memorable goals in the history of the World Cup.     The first was scored with his hand (the referee mistakenly thought the ball had struck his head), a goal now remembered as the “Hand of God"" goal. The second occurred after Maradona gained possession of the ball at midfield and dribbled through a pack of English defenders and past the keeper before depositing the ball in the goal.     In 1990, he almost single-handedly took his team to the final but lost to Franz Beckenbauer's West Germany after Andreas Brehme scored from a penalty in the 85th minute.    He did not finish the 1994 World Cup because he tested positive for illegal drugs and was suspended.     In 2008, Maradona was named the head coach of the Argentine national team and led the Argentina team to the quarterfinals of the 2010 World Cup. Shortly after the 2010 World Cup, his tenure as the team’s head coach ended as he and Argentina‘s football governing body could not agree on a contract extension.    In 2011, Maradona was hired to coach the United Arab Emirates club Al Waslb but was later fired.  Later lifeMaradona played 490 official club games during his 21-year professional career, scoring 259 goals. He played 91 games for Argentina and scored 34 goals.    He had health problems in his older days because of his alcohol dependency. On November 25, 2020, he suffered a heart attack and passed away at the age of 60.  Messi on MaradonaAfter winning the World Cup for Argentina in 2022, Lionel Messi wished Maradona was alive to see his country become world champions again.    ""I would have liked Diego to give me the cup, or at least to see all this, to see Argentina as world champions, with everything he wanted and how he loved the national team. I think from above, he – like a lot of people who love me – were strong,"" Messi said. 
Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more.

Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!



 Related Premium Stories         T20 cricket league LLC to raise $10mn          Mint Explainer: Money rain at the Cricket World Cup          Mint Explainer: BCCI and media rights - an affair since 1992          Gaming sponsors brace for impact amid GST turmoil          MotoGP Bharat to flag off with an investment of ₹250 crore          IPL 2023 brand value crosses $3 billion          Cloud over BCCI earnings as search for sponsors continues          Mint Explainer: How Saudi Arabia wrangled a seat at golf’s high table          Get, set, bet: Inside the high-stakes battle against gambling apps          Investing lessons from the WPL       Explore Premium   


                Catch all the Sports News and Updates on Live Mint. Check all the latest action on Budget 2024 here.
        Download The Mint News App to get Daily Market Updates & Live Business News.
    
More
Less
 
		Published: 30 Oct 2023, 06:44 AM IST
	
Topics You May Be Interested In 
 Diego Maradona 
 Diego Maradona birthday 
 Argentina 
 Maradona football 
 messi 
 maradona movie 
 maradona world cup 
 maradona football player 
 football player Maradona represented the Argentine national team in four World Cups: 1982, 1986, 1990, and 1994. He dominated the 1986 competition in Mexico. In a 2–1 quarterfinal victory over England, he scored two of the most memorable goals in the history of the World Cup. The first was scored with his hand (the referee mistakenly thought the ball had struck his head), a goal now remembered as the “Hand of God"" goal. The second occurred after Maradona gained possession of the ball at midfield and dribbled through a pack of English defenders and past the keeper before depositing the ball in the goal. In 1990, he almost single-handedly took his team to the final but lost to Franz Beckenbauer's West Germany after Andreas Brehme scored from a penalty in the 85th minute. He did not finish the 1994 World Cup because he tested positive for illegal drugs and was suspended. In 2008, Maradona was named the head coach of the Argentine national team and led the Argentina team to the quarterfinals of the 2010 World Cup. Shortly after the 2010 World Cup, his tenure as the team’s head coach ended as he and Argentina‘s football governing body could not agree on a contract extension. In 2011, Maradona was hired to coach the United Arab Emirates club Al Waslb but was later fired. Later lifeMaradona played 490 official club games during his 21-year professional career, scoring 259 goals. He played 91 games for Argentina and scored 34 goals.    He had health problems in his older days because of his alcohol dependency. On November 25, 2020, he suffered a heart attack and passed away at the age of 60.  Messi on MaradonaAfter winning the World Cup for Argentina in 2022, Lionel Messi wished Maradona was alive to see his country become world champions again.    ""I would have liked Diego to give me the cup, or at least to see all this, to see Argentina as world champions, with everything he wanted and how he loved the national team. I think from above, he – like a lot of people who love me – were strong,"" Messi said. 
Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more.

Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!



 Related Premium Stories         T20 cricket league LLC to raise $10mn          Mint Explainer: Money rain at the Cricket World Cup          Mint Explainer: BCCI and media rights - an affair since 1992          Gaming sponsors brace for impact amid GST turmoil          MotoGP Bharat to flag off with an investment of ₹250 crore          IPL 2023 brand value crosses $3 billion          Cloud over BCCI earnings as search for sponsors continues          Mint Explainer: How Saudi Arabia wrangled a seat at golf’s high table          Get, set, bet: Inside the high-stakes battle against gambling apps          Investing lessons from the WPL       Explore Premium   


                Catch all the Sports News and Updates on Live Mint. Check all the latest action on Budget 2024 here.
        Download The Mint News App to get Daily Market Updates & Live Business News.
    
More
Less
 
		Published: 30 Oct 2023, 06:44 AM IST
	
Topics You May Be Interested In 
 Diego Maradona 
 Diego Maradona birthday 
 Argentina 
 Maradona football 
 messi 
 maradona movie 
 maradona world cup 
 maradona football player 
 football player Maradona played 490 official club games during his 21-year professional career, scoring 259 goals. He played 91 games for Argentina and scored 34 goals. He had health problems in his older days because of his alcohol dependency. On November 25, 2020, he suffered a heart attack and passed away at the age of 60. Messi on MaradonaAfter winning the World Cup for Argentina in 2022, Lionel Messi wished Maradona was alive to see his country become world champions again.    ""I would have liked Diego to give me the cup, or at least to see all this, to see Argentina as world champions, with everything he wanted and how he loved the national team. I think from above, he – like a lot of people who love me – were strong,"" Messi said. 
Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more.

Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!



 Related Premium Stories         T20 cricket league LLC to raise $10mn          Mint Explainer: Money rain at the Cricket World Cup          Mint Explainer: BCCI and media rights - an affair since 1992          Gaming sponsors brace for impact amid GST turmoil          MotoGP Bharat to flag off with an investment of ₹250 crore          IPL 2023 brand value crosses $3 billion          Cloud over BCCI earnings as search for sponsors continues          Mint Explainer: How Saudi Arabia wrangled a seat at golf’s high table          Get, set, bet: Inside the high-stakes battle against gambling apps          Investing lessons from the WPL       Explore Premium   


                Catch all the Sports News and Updates on Live Mint. Check all the latest action on Budget 2024 here.
        Download The Mint News App to get Daily Market Updates & Live Business News.
    
More
Less
 
		Published: 30 Oct 2023, 06:44 AM IST
	
Topics You May Be Interested In 
 Diego Maradona 
 Diego Maradona birthday 
 Argentina 
 Maradona football 
 messi 
 maradona movie 
 maradona world cup 
 maradona football player 
 football player After winning the World Cup for Argentina in 2022, Lionel Messi wished Maradona was alive to see his country become world champions again. ""I would have liked Diego to give me the cup, or at least to see all this, to see Argentina as world champions, with everything he wanted and how he loved the national team. I think from above, he – like a lot of people who love me – were strong,"" Messi said. Milestone Alert!
Livemint tops charts as the fastest growing news website in the world 🌏 Click here  to know more. Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away! Login Now!"
