group,club_pair,pair_count,purity
Other (Men's),arsenal ↔ philadelphia union,6,0.3333333333333333
Other (Men's),psv ↔ villarreal,6,0.16666666666666666
Other (Men's),fc copenhagen ↔ newcastle united,6,0.16666666666666666
Other (Men's),getafe ↔ psv,6,0.16666666666666666
Other (Men's),nottingham forest ↔ psg,6,0.3333333333333333
Other (Men's),dynamo kyiv ↔ villarreal,6,0.16666666666666666
Other (Men's),hoffenheim ↔ rayo vallecano,6,0.16666666666666666
Other (Men's),rennes ↔ valencia,6,0.16666666666666666
Other (Men's),atletico ↔ fiorentina,6,0.3333333333333333
Other (Men's),borussia dortmund ↔ udinese,6,0.16666666666666666
Other (Men's),magpies ↔ nice,6,0.16666666666666666
Other (Men's),magpies ↔ rb leipzig,6,0.16666666666666666
Other (Men's),nice ↔ strasbourg,6,0.8333333333333334
Other (Men's),magpies ↔ sassuolo,6,0.16666666666666666
Other (Men's),norwich city ↔ wolverhampton wanderers,6,0.6666666666666666
Other (Men's),bologna ↔ newcastle united,6,0.16666666666666666
Other (Men's),blues ↔ real betis,6,0.16666666666666666
Other (Men's),burnley ↔ real betis,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ paris saint-germain,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ inter,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ marseille,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ monaco,6,0.16666666666666666
Other (Men's),feyenoord ↔ union saint-gilloise,6,0.16666666666666666
Other (Men's),genoa ↔ lyon,6,0.16666666666666666
Other (Men's),fiorentina ↔ porto,6,0.3333333333333333
Other (Men's),chelsea ↔ sassuolo,6,0.3333333333333333
Other (Men's),hammers ↔ red star belgrade,6,0.16666666666666666
Other (Men's),borussia monchengladbach ↔ lazio,6,0.3333333333333333
Other (Men's),frankfurt ↔ red star belgrade,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ nice,6,0.16666666666666666
Other (Men's),empoli ↔ liverpool,6,0.3333333333333333
Other (Men's),bayer 04 leverkusen ↔ psg,6,0.16666666666666666
Other (Men's),bologna ↔ monaco,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ rayo vallecano,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ rennes,6,0.16666666666666666
Other (Men's),real betis ↔ real madrid,6,0.16666666666666666
Other (Men's),porto ↔ real betis,6,0.16666666666666666
Other (Men's),foxes ↔ real betis,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ roma,6,0.16666666666666666
Other (Men's),chelsea ↔ real betis,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ valencia,6,0.16666666666666666
Other (Men's),ajax ↔ stuttgart,6,0.3333333333333333
Other (Men's),brentford ↔ marseille,6,0.5
Other (Men's),bologna ↔ hoffenheim,6,0.16666666666666666
Other (Men's),celtic ↔ real betis,6,0.16666666666666666
Other (Men's),dynamo kyiv ↔ tottenham,6,0.16666666666666666
Other (Men's),manchester city ↔ union saint-gilloise,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ bologna,6,0.16666666666666666
Other (Men's),nice ↔ udinese,6,0.16666666666666666
Other (Men's),inter milan ↔ spurs,6,0.3333333333333333
Other (Men's),brighton ↔ strasbourg,6,0.3333333333333333
Other (Men's),dynamo kyiv ↔ getafe,6,0.16666666666666666
Other (Men's),juventus ↔ new york red bulls,6,0.3333333333333333
Other (Men's),barca ↔ new york red bulls,6,0.3333333333333333
Other (Men's),manchester united ↔ sassuolo,6,0.5
Other (Men's),dortmund ↔ dynamo kyiv,6,0.16666666666666666
Other (Men's),borussia mönchengladbach ↔ nice,6,0.16666666666666666
Other (Men's),milan ↔ sheffield united,6,0.3333333333333333
Other (Men's),leverkusen ↔ monaco,6,0.3333333333333333
Other (Men's),celtic ↔ lille,6,0.3333333333333333
Other (Men's),benfica ↔ lazio,6,0.3333333333333333
Other (Men's),borussia mönchengladbach ↔ lyon,6,0.16666666666666666
Other (Men's),man city ↔ roma,6,0.3333333333333333
Other (Men's),sampdoria ↔ sassuolo,6,0.3333333333333333
Other (Men's),brighton ↔ valencia,6,0.5
Other (Men's),benfica ↔ borussia mönchengladbach,6,0.16666666666666666
Other (Men's),porto ↔ red bull salzburg,6,0.3333333333333333
Other (Men's),ac milan ↔ dynamo kyiv,6,0.16666666666666666
Other (Men's),rennes ↔ wolves,6,0.3333333333333333
Other (Men's),brentford ↔ valencia,6,0.5
Other (Men's),bournemouth ↔ strasbourg,6,0.3333333333333333
Other (Men's),ac milan ↔ borussia mönchengladbach,6,0.16666666666666666
Other (Men's),aston villa ↔ roma,6,0.6666666666666666
Other (Men's),galatasaray ↔ man utd,6,0.3333333333333333
Other (Men's),benfica ↔ gunners,6,0.3333333333333333
Other (Men's),lille ↔ lyon,6,0.3333333333333333
Other (Men's),dynamo kyiv ↔ juventus,6,0.16666666666666666
Other (Men's),dynamo kyiv ↔ nice,6,0.16666666666666666
Other (Men's),freiburg ↔ liverpool,6,0.3333333333333333
Other (Men's),manchester city ↔ philadelphia union,6,0.3333333333333333
Other (Men's),porto ↔ udinese,6,0.16666666666666666
Other (Men's),aston villa ↔ sc freiburg,6,0.16666666666666666
Other (Men's),brentford ↔ sc freiburg,6,0.16666666666666666
Other (Men's),brighton ↔ sc freiburg,6,0.16666666666666666
Other (Men's),burnley ↔ sc freiburg,6,0.16666666666666666
Other (Men's),fulham ↔ sc freiburg,6,0.16666666666666666
Other (Men's),hoffenheim ↔ sc freiburg,6,0.16666666666666666
Other (Men's),barca ↔ psv,6,0.16666666666666666
Other (Men's),hoffenheim ↔ spurs,6,0.16666666666666666
Other (Men's),newcastle united ↔ sc freiburg,6,0.16666666666666666
Other (Men's),nice ↔ sc freiburg,6,0.16666666666666666
Other (Men's),hellas verona ↔ inter,6,0.5
Other (Men's),blues ↔ hammers,6,0.6666666666666666
Other (Men's),brighton ↔ sassuolo,6,0.5
Other (Men's),mallorca ↔ psg,6,0.5
Other (Men's),genoa ↔ manchester city,6,0.3333333333333333
Other (Men's),aston villa ↔ toulouse,6,0.3333333333333333
Other (Men's),dynamo kyiv ↔ spurs,6,0.16666666666666666
Other (Men's),lazio ↔ man utd,6,0.5
Other (Men's),girona ↔ man city,6,0.3333333333333333
Other (Men's),dynamo kyiv ↔ porto,6,0.16666666666666666
Other (Men's),lyon ↔ norwich city,6,0.3333333333333333
Other (Men's),paris saint-germain ↔ saints,6,0.3333333333333333
Other (Men's),toffees ↔ tottenham hotspur,6,0.5
Other (Men's),burnley ↔ monaco,6,0.5
Other (Men's),brentford ↔ saints,6,0.5
Other (Men's),bayer 04 leverkusen ↔ fiorentina,6,0.16666666666666666
Other (Men's),bayer 04 leverkusen ↔ newcastle united,6,0.16666666666666666
Other (Men's),barca ↔ bologna,6,0.16666666666666666
Other (Men's),bristol city ↔ inter,6,0.16666666666666666
Other (Men's),bristol city ↔ juventus,6,0.16666666666666666
Other (Men's),spurs ↔ torino,6,0.16666666666666666
Other (Men's),bristol city ↔ milan,6,0.16666666666666666
Other (Men's),getafe ↔ leicester,6,0.16666666666666666
Other (Men's),bristol city ↔ porto,6,0.16666666666666666
Other (Men's),fiorentina ↔ norwich city,6,0.16666666666666666
Other (Men's),bristol city ↔ roma,6,0.16666666666666666
Other (Men's),bristol city ↔ sampdoria,6,0.16666666666666666
Other (Men's),bristol city ↔ spurs,6,0.16666666666666666
Other (Men's),brighton & hove albion ↔ lazio,6,0.16666666666666666
Other (Men's),burnley ↔ freiburg,6,0.16666666666666666
Other (Men's),brighton & hove albion ↔ juventus,6,0.16666666666666666
Other (Men's),atletico madrid ↔ tottenham hotspur,6,0.5
Other (Men's),freiburg ↔ inter,6,0.16666666666666666
Other (Men's),freiburg ↔ juventus,6,0.16666666666666666
Other (Men's),freiburg ↔ leicester,6,0.16666666666666666
Other (Men's),freiburg ↔ leicester city,6,0.16666666666666666
Other (Men's),freiburg ↔ luton,6,0.16666666666666666
Other (Men's),freiburg ↔ luton town,6,0.16666666666666666
Other (Men's),freiburg ↔ magpies,6,0.16666666666666666
Other (Men's),brighton & hove albion ↔ getafe,6,0.16666666666666666
Other (Men's),freiburg ↔ milan,6,0.16666666666666666
Other (Men's),freiburg ↔ porto,6,0.16666666666666666
Other (Men's),freiburg ↔ roma,6,0.16666666666666666
Other (Men's),brighton & hove albion ↔ fiorentina,6,0.16666666666666666
Other (Men's),freiburg ↔ spurs,6,0.16666666666666666
Other (Men's),freiburg ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),getafe ↔ norwich city,6,0.16666666666666666
Other (Men's),bristol city ↔ freiburg,6,0.16666666666666666
Other (Men's),juventus ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),blues ↔ sampdoria,6,0.16666666666666666
Other (Men's),atletico ↔ roma,6,0.5
Other (Men's),bayern munich ↔ fc augsburg,6,0.5
Other (Men's),aston villa ↔ athletic bilbao,6,0.3333333333333333
Other (Men's),gunners ↔ magpies,6,0.5
Other (Men's),leverkusen ↔ sc freiburg,6,0.3333333333333333
Other (Men's),bayern ↔ saints,6,0.3333333333333333
Other (Men's),dynamo kyiv ↔ eintracht frankfurt,6,0.3333333333333333
Other (Men's),bayern munich ↔ saints,6,0.3333333333333333
Other (Men's),ac milan ↔ bristol city,6,0.16666666666666666
Other (Men's),ac milan ↔ freiburg,6,0.16666666666666666
Other (Men's),ac milan ↔ luton town,6,0.16666666666666666
Other (Men's),ac milan ↔ norwich city,6,0.16666666666666666
Other (Men's),ac milan ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),atalanta ↔ bristol city,6,0.16666666666666666
Other (Men's),leverkusen ↔ tottenham hotspur,6,0.3333333333333333
Other (Men's),atalanta ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),leverkusen ↔ nottingham forest,6,0.3333333333333333
Other (Men's),gunners ↔ stuttgart,6,0.3333333333333333
Other (Men's),eintracht frankfurt ↔ wolfsburg,6,0.3333333333333333
Other (Men's),benfica ↔ freiburg,6,0.16666666666666666
Other (Men's),benfica ↔ luton,6,0.16666666666666666
Other (Men's),benfica ↔ magpies,6,0.16666666666666666
Other (Men's),benfica ↔ sampdoria,6,0.16666666666666666
Other (Men's),benfica ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),blues ↔ bristol city,6,0.16666666666666666
Other (Men's),leverkusen ↔ man city,6,0.3333333333333333
Other (Men's),blues ↔ freiburg,6,0.16666666666666666
Other (Men's),juventus ↔ luton town,6,0.16666666666666666
Other (Men's),freiburg ↔ sampdoria,6,0.16666666666666666
Other (Men's),leicester ↔ sampdoria,6,0.16666666666666666
Other (Men's),porto ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),atletico madrid ↔ hammers,6,0.3333333333333333
Other (Men's),feyenoord ↔ sporting cp,6,0.3333333333333333
Other (Men's),atletico madrid ↔ west ham united,6,0.16666666666666666
Other (Men's),atalanta ↔ west ham united,6,0.16666666666666666
Other (Men's),atletico ↔ inter milan,6,0.5
Other (Men's),newcastle ↔ toulouse,6,0.3333333333333333
Other (Men's),atalanta ↔ newcastle united,6,0.16666666666666666
Other (Men's),brentford ↔ monaco,6,0.3333333333333333
Other (Men's),liverpool ↔ philadelphia union,6,0.3333333333333333
Other (Men's),dortmund ↔ everton,6,0.3333333333333333
Other (Men's),cherries ↔ tottenham hotspur,6,0.3333333333333333
Other (Men's),marseille ↔ rb leipzig,6,0.3333333333333333
Other (Men's),bristol city ↔ stuttgart,6,0.3333333333333333
Other (Men's),feyenoord ↔ leicester city,6,0.3333333333333333
Other (Men's),celtic ↔ inter,6,0.3333333333333333
Other (Men's),atletico ↔ burnley,6,0.3333333333333333
Other (Men's),psg ↔ psv eindhoven,6,0.3333333333333333
Other (Men's),man utd ↔ sevilla,6,0.3333333333333333
Other (Men's),newcastle ↔ wolfsburg,6,0.5
Other (Men's),athletic bilbao ↔ magpies,6,0.3333333333333333
Other (Men's),stuttgart ↔ union saint-gilloise,6,0.16666666666666666
Other (Men's),augsburg ↔ rangers,6,0.5
Other (Men's),athletic bilbao ↔ leicester,6,0.3333333333333333
Other (Men's),blues ↔ stuttgart,6,0.5
Other (Men's),arsenal ↔ bayer 04 leverkusen,6,0.16666666666666666
Other (Men's),sampdoria ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),paris saint-germain ↔ wolverhampton wanderers,6,0.3333333333333333
Other (Men's),besiktas ↔ manchester city,6,0.3333333333333333
Other (Men's),barca ↔ brighton & hove albion,6,0.16666666666666666
Other (Men's),luton ↔ milan,6,0.16666666666666666
Other (Men's),man city ↔ rayo vallecano,6,0.16666666666666666
Other (Men's),luton ↔ porto,6,0.16666666666666666
Other (Men's),luton ↔ sampdoria,6,0.16666666666666666
Other (Men's),luton town ↔ porto,6,0.16666666666666666
Other (Men's),luton town ↔ roma,6,0.16666666666666666
Other (Men's),luton town ↔ sampdoria,6,0.16666666666666666
Other (Men's),luton town ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),magpies ↔ milan,6,0.16666666666666666
Other (Men's),magpies ↔ sampdoria,6,0.16666666666666666
Other (Men's),atalanta ↔ brighton & hove albion,6,0.16666666666666666
Other (Men's),milan ↔ norwich city,6,0.16666666666666666
Other (Men's),sassuolo ↔ tottenham,6,0.3333333333333333
Other (Men's),arsenal ↔ mallorca,6,0.3333333333333333
Other (Men's),milan ↔ west bromwich albion,6,0.16666666666666666
Other (Men's),newcastle ↔ sampdoria,6,0.16666666666666666
Other (Men's),lazio ↔ west ham united,6,0.16666666666666666
Other (Men's),lazio ↔ leeds united,6,0.16666666666666666
Other (Men's),atletico madrid ↔ norwich city,6,0.16666666666666666
Other (Men's),getafe ↔ west ham,5,0.4
Other (Men's),benfica ↔ valencia,5,0.4
Other (Men's),psv eindhoven ↔ west ham,5,0.4
Other (Men's),frankfurt ↔ stuttgart,5,0.2
Other (Men's),benfica ↔ fenerbahce,5,0.4
Other (Men's),ac milan ↔ psv eindhoven,5,0.6
Other (Men's),bologna ↔ cagliari,5,0.4
Other (Men's),benfica ↔ wolves,5,0.4
Other (Men's),everton ↔ galatasaray,5,0.4
Other (Men's),barca ↔ bournemouth,5,0.4
Other (Men's),sampdoria ↔ sporting,5,0.2
Other (Men's),lazio ↔ lyon,5,0.2
Other (Men's),atletico madrid ↔ psv eindhoven,5,0.4
Other (Men's),marseille ↔ psv,5,0.4
Other (Men's),eintracht frankfurt ↔ vfl wolfsburg,5,0.4
Other (Men's),psg ↔ west ham,5,0.6
Other (Men's),celta vigo ↔ crystal palace,5,0.4
Other (Men's),athletic bilbao ↔ fc copenhagen,5,0.2
Other (Men's),west ham united ↔ wolfsburg,5,0.4
Other (Men's),athletic bilbao ↔ celtic,5,0.2
Other (Men's),athletic bilbao ↔ marseille,5,0.2
Other (Men's),real madrid ↔ west bromwich albion,5,0.4
Other (Men's),foxes ↔ spurs,5,0.6
Other (Men's),atalanta ↔ sheffield united,5,0.2
Other (Men's),chelsea ↔ empoli,5,0.4
Other (Men's),burnley ↔ leipzig,5,0.2
Other (Men's),leipzig ↔ nottingham forest,5,0.2
Other (Men's),genoa ↔ leeds united,5,0.2
Other (Men's),genoa ↔ leicester city,5,0.2
Other (Men's),genoa ↔ man city,5,0.2
Other (Men's),genoa ↔ rb leipzig,5,0.2
Other (Men's),genoa ↔ west ham united,5,0.2
Other (Men's),aston villa ↔ real sociedad,5,0.2
Other (Men's),crystal palace ↔ west bromwich albion,5,0.6
Other (Men's),real madrid ↔ union saint-gilloise,5,0.2
Other (Men's),bayer leverkusen ↔ real sociedad,5,0.2
Other (Men's),dynamo kyiv ↔ hoffenheim,5,0.4
Other (Men's),bayer leverkusen ↔ sampdoria,5,0.2
Other (Men's),ajax ↔ rennes,5,0.6
Other (Men's),bayer leverkusen ↔ udinese,5,0.2
Other (Men's),norwich city ↔ sevilla,5,0.2
Other (Men's),fiorentina ↔ real sociedad,5,0.2
Other (Men's),fiorentina ↔ sheffield united,5,0.2
Other (Men's),inter ↔ real sociedad,5,0.2
Other (Men's),leicester ↔ udinese,5,0.4
Other (Men's),newcastle united ↔ stuttgart,5,0.4
Other (Men's),red bull salzburg ↔ wolfsburg,5,0.4
Other (Men's),augsburg ↔ psg,5,0.4
Other (Men's),benfica ↔ celta vigo,5,0.2
Other (Men's),barca ↔ strasbourg,5,0.2
Other (Men's),aston villa ↔ union saint-gilloise,5,0.4
Other (Men's),augsburg ↔ tottenham,5,0.2
Other (Men's),atletico ↔ napoli,5,0.6
Other (Men's),chelsea ↔ lokomotiv moscow,5,0.4
Other (Men's),atletico ↔ lille,5,0.4
Other (Men's),galatasaray ↔ rangers,5,0.4
Other (Men's),aston villa ↔ galatasaray,5,0.4
Other (Men's),barca ↔ spartak moscow,5,0.4
Other (Men's),paris saint-germain ↔ spartak moscow,5,0.4
Other (Men's),aston villa ↔ lens,5,0.2
Other (Men's),lens ↔ tottenham hotspur,5,0.2
Other (Men's),lens ↔ west ham,5,0.2
Other (Men's),tottenham hotspur ↔ toulouse,5,0.2
Other (Men's),toulouse ↔ west ham,5,0.2
Other (Men's),barcelona ↔ besiktas,5,0.4
Other (Men's),athletic bilbao ↔ newcastle,5,0.4
Other (Men's),lyon ↔ sheffield united,5,0.2
Other (Men's),foxes ↔ villarreal,5,0.4
Other (Men's),lokomotiv moscow ↔ napoli,5,0.2
Other (Men's),juventus ↔ real sociedad,5,0.2
Other (Men's),hoffenheim ↔ stuttgart,5,0.4
Other (Men's),crystal palace ↔ stuttgart,5,0.6
Other (Men's),borussia monchengladbach ↔ mainz,5,0.8
Other (Men's),hellas verona ↔ lazio,5,0.4
Other (Men's),galatasaray ↔ man city,5,0.4
Other (Men's),marseille ↔ nottingham forest,5,0.6
Other (Men's),borussia dortmund ↔ gladbach,5,0.6
Other (Men's),chelsea ↔ union saint-gilloise,5,0.2
Other (Men's),lokomotiv moscow ↔ man city,5,0.2
Other (Men's),gunners ↔ udinese,5,0.2
Other (Men's),sevilla ↔ spartak moscow,5,0.4
Other (Men's),reds ↔ stuttgart,5,0.6
Other (Men's),roma ↔ vfl bochum,5,0.2
Other (Men's),brighton ↔ psv eindhoven,5,0.6
Other (Men's),bayern ↔ blues,5,0.4
Other (Men's),reds ↔ saints,5,0.6
Other (Men's),ac milan ↔ vfl bochum,5,0.2
Other (Men's),cagliari ↔ sassuolo,5,0.4
Other (Men's),hornets ↔ newcastle united,5,0.4
Other (Men's),man city ↔ saints,5,0.8
Other (Men's),borussia mönchengladbach ↔ sheffield united,5,0.4
Other (Men's),ac milan ↔ wolfsburg,5,0.4
Other (Men's),athletic bilbao ↔ galatasaray,5,0.4
Other (Men's),borussia mönchengladbach ↔ nottingham forest,5,0.4
Other (Men's),man city ↔ sampdoria,5,0.2
Other (Men's),psg ↔ sheffield united,5,0.2
Other (Men's),real sociedad ↔ sampdoria,5,0.2
Other (Men's),real sociedad ↔ sheffield united,5,0.2
Other (Men's),real sociedad ↔ udinese,5,0.2
Other (Men's),sampdoria ↔ sheffield united,5,0.2
Other (Men's),sevilla ↔ sheffield united,5,0.2
Other (Men's),sevilla ↔ udinese,5,0.2
Other (Men's),fc copenhagen ↔ inter,5,0.2
Other (Men's),fc copenhagen ↔ nice,5,0.2
Other (Men's),fulham ↔ psv,5,0.2
Other (Men's),barcelona ↔ toffees,5,0.4
Other (Men's),barca ↔ sporting cp,5,0.4
Other (Men's),arsenal ↔ borussia mönchengladbach,5,0.4
Other (Men's),fenerbahce ↔ napoli,5,0.2
Other (Men's),borussia mönchengladbach ↔ bournemouth,5,0.4
Other (Men's),borussia mönchengladbach ↔ fulham,5,0.4
Other (Men's),fc porto ↔ napoli,5,0.2
Other (Men's),eintracht frankfurt ↔ leverkusen,5,0.4
Other (Men's),osasuna ↔ rb leipzig,5,0.4
Other (Men's),mallorca ↔ rennes,5,0.2
Other (Men's),lyon ↔ stuttgart,5,0.2
Other (Men's),fiorentina ↔ toulouse,5,0.2
Other (Men's),everton ↔ genoa,5,0.4
Other (Men's),lille ↔ luton town,5,0.2
Other (Men's),celta vigo ↔ rennes,5,0.2
Other (Men's),celta vigo ↔ stuttgart,5,0.2
Other (Men's),celta vigo ↔ toulouse,5,0.2
Other (Men's),fiorentina ↔ mainz,5,0.2
Other (Men's),fiorentina ↔ mallorca,5,0.2
Other (Men's),ac milan ↔ hoffenheim,5,0.2
Other (Men's),udinese ↔ west ham united,5,0.2
Other (Men's),genoa ↔ getafe,5,0.2
Other (Men's),hoffenheim ↔ leicester,5,0.2
Other (Men's),genoa ↔ mainz,5,0.2
Other (Men's),hoffenheim ↔ west ham,5,0.2
Other (Men's),genoa ↔ mallorca,5,0.2
Other (Men's),genoa ↔ nice,5,0.2
Other (Men's),genoa ↔ sevilla,5,0.2
Other (Men's),atletico ↔ bayern,5,0.4
Other (Men's),dortmund ↔ luton,5,0.2
Other (Men's),borussia dortmund ↔ luton,5,0.2
Other (Men's),celta vigo ↔ nice,5,0.2
Other (Men's),man utd ↔ sporting,5,0.4
Other (Men's),paris saint-germain ↔ sporting,5,0.4
Other (Men's),lyon ↔ wolfsburg,5,0.4
Other (Men's),man utd ↔ nice,5,0.4
Other (Men's),atletico madrid ↔ rennes,5,0.2
Other (Men's),atletico madrid ↔ toulouse,5,0.2
Other (Men's),lazio ↔ red bull salzburg,5,0.4
Other (Men's),brighton ↔ celta vigo,5,0.2
Other (Men's),brighton ↔ hellas verona,5,0.2
Other (Men's),celta vigo ↔ genoa,5,0.2
Other (Men's),celta vigo ↔ hellas verona,5,0.2
Other (Men's),celta vigo ↔ mainz,5,0.2
Other (Men's),celta vigo ↔ milan,5,0.2
Other (Men's),celta vigo ↔ monaco,5,0.2
Other (Men's),chelsea fc ↔ manchester city,5,0.4
Other (Men's),borussia dortmund ↔ torino,5,0.4
Other (Men's),rennes ↔ udinese,5,0.2
Other (Men's),inter ↔ man utd,5,0.4
Other (Men's),fiorentina ↔ spurs,5,0.2
Other (Men's),bournemouth ↔ brighton & hove albion,5,0.6
Other (Men's),hellas verona ↔ rayo vallecano,5,0.2
Other (Men's),hellas verona ↔ rennes,5,0.2
Other (Men's),hellas verona ↔ stuttgart,5,0.2
Other (Men's),hellas verona ↔ toulouse,5,0.2
Other (Men's),lyon ↔ mainz,5,0.2
Other (Men's),liverpool fc ↔ real madrid,5,0.2
Other (Men's),mainz ↔ milan,5,0.2
Other (Men's),milan ↔ west ham united,5,0.2
Other (Men's),mainz ↔ monaco,5,0.2
Other (Men's),mainz ↔ napoli,5,0.2
Other (Men's),mainz ↔ nice,5,0.2
Other (Men's),borussia monchengladbach ↔ hoffenheim,5,0.6
Other (Men's),newcastle united ↔ rangers,5,0.2
Other (Men's),athletic bilbao ↔ atletico,5,0.4
Other (Men's),borussia monchengladbach ↔ red bull salzburg,5,0.4
Other (Men's),hellas verona ↔ nice,5,0.2
Other (Men's),hellas verona ↔ mallorca,5,0.2
Other (Men's),leipzig ↔ lens,5,0.4
Other (Men's),bologna ↔ inter milan,5,0.2
Other (Men's),galatasaray ↔ west ham united,5,0.2
Other (Men's),galatasaray ↔ udinese,5,0.2
Other (Men's),besiktas ↔ everton,5,0.4
Other (Men's),genoa ↔ stuttgart,5,0.2
Other (Men's),genoa ↔ toulouse,5,0.2
Other (Men's),getafe ↔ hellas verona,5,0.2
Other (Men's),getafe ↔ mainz,5,0.2
Other (Men's),barca ↔ inter milan,5,0.4
Other (Men's),nice ↔ ogc nice,5,0.6
Other (Men's),lens ↔ porto,5,0.4
Other (Men's),getafe ↔ toulouse,5,0.2
Other (Men's),foxes ↔ nice,5,0.4
Other (Men's),bristol city ↔ sheffield united,5,0.4
Other (Men's),hellas verona ↔ lyon,5,0.2
Other (Men's),hellas verona ↔ mainz,5,0.2
Other (Men's),hoffenheim ↔ vfb stuttgart,5,0.4
Other (Men's),atletico madrid ↔ mainz,5,0.2
Other (Men's),barca ↔ fc barcelona,5,0.4
Other (Men's),borussia monchengladbach ↔ new york red bulls,5,0.2
Other (Men's),antalyaspor ↔ celtic,5,0.2
Other (Men's),antalyaspor ↔ chelsea,5,0.2
Other (Men's),antalyaspor ↔ new york red bulls,5,0.2
Other (Men's),newcastle united ↔ sassuolo,5,0.2
Other (Men's),marseille ↔ sassuolo,5,0.2
Other (Men's),eintracht frankfurt ↔ newcastle united,5,0.2
Other (Men's),borussia monchengladbach ↔ celtic,5,0.2
Other (Men's),celtic ↔ new york red bulls,5,0.2
Other (Men's),newcastle ↔ valencia,5,0.4
Other (Men's),bayer leverkusen ↔ rayo vallecano,5,0.2
Other (Men's),athletic bilbao ↔ wolves,5,0.2
Other (Men's),blues ↔ strasbourg,5,0.4
Other (Men's),athletic bilbao ↔ spurs,5,0.2
Other (Men's),athletic bilbao ↔ rb leipzig,5,0.2
Other (Men's),athletic bilbao ↔ leipzig,5,0.2
Other (Men's),bayern munich ↔ shakhtar donetsk,5,0.4
Other (Men's),antalyaspor ↔ borussia monchengladbach,5,0.2
Other (Men's),antalyaspor ↔ bayern,5,0.2
Other (Men's),antalyaspor ↔ augsburg,5,0.2
Other (Men's),rayo vallecano ↔ sassuolo,5,0.2
Other (Men's),lille ↔ olympique marseille,5,0.4
Other (Men's),rapid vienna ↔ real madrid,5,0.4
Other (Men's),augsburg ↔ osasuna,5,0.4
Other (Men's),psg ↔ tottenham hotspur,5,0.4
Other (Men's),rb leipzig ↔ sc freiburg,5,0.4
Other (Men's),leipzig ↔ new york red bulls,5,0.4
Other (Men's),leverkusen ↔ roma,5,0.6
Other (Men's),villans ↔ west ham united,5,0.4
Other (Men's),fc copenhagen ↔ tottenham hotspur,5,0.4
Other (Men's),arsenal ↔ villans,5,0.4
Other (Men's),cherries ↔ leicester,5,0.4
Other (Men's),brighton & hove albion ↔ wolverhampton wanderers,5,0.6
Other (Men's),frankfurt ↔ real madrid,5,0.4
Other (Men's),fc copenhagen ↔ man utd,5,0.4
Other (Men's),crystal palace ↔ mallorca,5,0.6
Other (Men's),montpellier ↔ toulouse,5,0.6
Other (Men's),feyenoord ↔ monaco,5,0.2
Other (Men's),atletico madrid ↔ sampdoria,5,0.2
Other (Men's),inter ↔ toffees,5,0.6
Other (Men's),aston villa ↔ mallorca,5,0.4
Other (Men's),atalanta ↔ celta vigo,5,0.2
Other (Men's),atalanta ↔ west ham,5,0.4
Other (Men's),freiburg ↔ verona,5,0.4
Other (Men's),bournemouth ↔ monaco,5,0.8
Other (Men's),bayern munich ↔ toffees,5,0.6
Other (Men's),ajax ↔ norwich city,5,0.2
Other (Men's),atalanta ↔ mainz,5,0.2
Other (Men's),atalanta ↔ mallorca,5,0.2
Other (Men's),atalanta ↔ toulouse,5,0.2
Other (Men's),everton ↔ mallorca,5,0.4
Other (Men's),benfica ↔ man utd,5,0.2
Other (Men's),man utd ↔ villarreal,5,0.4
Other (Men's),borussia monchengladbach ↔ wolfsburg,5,0.6
Other (Men's),atletico madrid ↔ hellas verona,5,0.2
Other (Men's),fulham ↔ mallorca,5,0.6
Other (Men's),celtic ↔ leverkusen,5,0.4
Other (Men's),atletico madrid ↔ verona,5,0.2
Other (Men's),red bull salzburg ↔ strasbourg,5,0.4
Other (Men's),barcelona ↔ verona,5,0.2
Other (Men's),lazio ↔ west ham,5,0.6
Other (Men's),paris saint-germain ↔ verona,5,0.2
Other (Men's),psg ↔ verona,5,0.2
Other (Men's),barca ↔ lille,5,0.4
Other (Men's),hornets ↔ leeds united,5,0.4
Other (Men's),sampdoria ↔ verona,5,0.2
Other (Men's),sevilla ↔ verona,5,0.2
Other (Men's),tottenham hotspur ↔ wolves,5,0.8
Other (Men's),fulham ↔ sevilla,5,0.4
Other (Men's),rangers ↔ sheffield united,5,0.6
Other (Men's),torino ↔ tottenham,5,0.2
