group,club_pair,pair_count,purity
Other (Men's),aston villa ↔ bayern,17,0.29411764705882354
Other (Men's),milan ↔ psv,17,0.23529411764705882
Other (Men's),burnley ↔ rangers,17,0.29411764705882354
Other (Men's),ac milan ↔ torino,17,0.35294117647058826
Other (Men's),inter milan ↔ sevilla,17,0.29411764705882354
Other (Men's),aston villa ↔ celtic,17,0.23529411764705882
Other (Men's),getafe ↔ porto,17,0.17647058823529413
Other (Men's),borussia dortmund ↔ nottingham forest,17,0.5294117647058824
Other (Men's),fc porto ↔ manchester united,17,0.17647058823529413
Other (Men's),borussia dortmund ↔ borussia mönchengladbach,17,0.29411764705882354
Other (Men's),borussia dortmund ↔ sporting,17,0.17647058823529413
Other (Men's),napoli ↔ torino,17,0.5294117647058824
Other (Men's),magpies ↔ man utd,17,0.4117647058823529
Other (Men's),brighton ↔ hoffenheim,17,0.23529411764705882
Other (Men's),reds ↔ strasbourg,17,0.35294117647058826
Other (Men's),augsburg ↔ manchester city,17,0.23529411764705882
Other (Men's),monaco ↔ spurs,17,0.29411764705882354
Other (Men's),hoffenheim ↔ reds,17,0.29411764705882354
Other (Men's),bayer 04 leverkusen ↔ real madrid,17,0.17647058823529413
Other (Men's),rayo vallecano ↔ tottenham,17,0.23529411764705882
Other (Men's),benfica ↔ getafe,17,0.17647058823529413
Other (Men's),brighton ↔ porto,17,0.35294117647058826
Other (Men's),mainz ↔ stuttgart,17,0.4117647058823529
Other (Men's),man city ↔ osasuna,17,0.17647058823529413
Other (Men's),inter milan ↔ torino,17,0.17647058823529413
Other (Men's),ac milan ↔ leicester city,17,0.23529411764705882
Other (Men's),genoa ↔ lazio,17,0.47058823529411764
Other (Men's),gunners ↔ reds,17,0.5294117647058824
Other (Men's),lyon ↔ rangers,17,0.29411764705882354
Other (Men's),barca ↔ bayer 04 leverkusen,17,0.17647058823529413
Other (Men's),ajax ↔ aston villa,17,0.29411764705882354
Other (Men's),girona ↔ psg,17,0.23529411764705882
Other (Men's),lyon ↔ spurs,17,0.23529411764705882
Other (Men's),barcelona ↔ bayer 04 leverkusen,17,0.17647058823529413
Other (Men's),fiorentina ↔ rennes,16,0.1875
Other (Men's),brentford ↔ milan,16,0.1875
Other (Men's),atalanta ↔ eintracht frankfurt,16,0.25
Other (Men's),chelsea ↔ genoa,16,0.4375
Other (Men's),newcastle united ↔ rennes,16,0.3125
Other (Men's),leicester ↔ psg,16,0.25
Other (Men's),bayern munich ↔ frankfurt,16,0.3125
Other (Men's),brighton ↔ dortmund,16,0.3125
Other (Men's),borussia mönchengladbach ↔ burnley,16,0.25
Other (Men's),galatasaray ↔ newcastle,16,0.3125
Other (Men's),newcastle ↔ udinese,16,0.25
Other (Men's),burnley ↔ feyenoord,16,0.1875
Other (Men's),borussia dortmund ↔ sporting cp,16,0.25
Other (Men's),barca ↔ rb leipzig,16,0.3125
Other (Men's),brighton & hove albion ↔ newcastle united,16,0.3125
Other (Men's),ac milan ↔ burnley,16,0.25
Other (Men's),paris saint-germain ↔ udinese,16,0.1875
Other (Men's),arsenal ↔ udinese,16,0.25
Other (Men's),psv eindhoven ↔ real madrid,16,0.25
Other (Men's),barcelona ↔ sampdoria,16,0.25
Other (Men's),barcelona ↔ montpellier,16,0.1875
Other (Men's),liverpool ↔ sampdoria,16,0.25
Other (Men's),manchester city ↔ psv eindhoven,16,0.25
Other (Men's),chelsea ↔ sporting cp,16,0.3125
Other (Men's),barca ↔ girona,16,0.5625
Other (Men's),barcelona ↔ sporting,16,0.25
Other (Men's),galatasaray ↔ liverpool,16,0.3125
Other (Men's),hammers ↔ rb leipzig,16,0.1875
Other (Men's),aston villa ↔ fiorentina,16,0.25
Other (Men's),augsburg ↔ hoffenheim,16,0.5
Other (Men's),fenerbahce ↔ liverpool,16,0.25
Other (Men's),burnley ↔ wolfsburg,16,0.375
Other (Men's),juventus ↔ norwich city,16,0.25
Other (Men's),napoli ↔ sassuolo,16,0.375
Other (Men's),roma ↔ west ham,16,0.375
Other (Men's),borussia mönchengladbach ↔ milan,16,0.1875
Other (Men's),everton ↔ wolverhampton wanderers,16,0.5625
Other (Men's),brighton ↔ lille,16,0.3125
Other (Men's),inter ↔ sheffield united,16,0.25
Other (Men's),aston villa ↔ sporting cp,16,0.375
Other (Men's),man city ↔ rangers,16,0.1875
Other (Men's),borussia mönchengladbach ↔ sevilla,16,0.1875
Other (Men's),barcelona ↔ foxes,16,0.3125
Other (Men's),crystal palace ↔ lille,16,0.3125
Other (Men's),brighton ↔ milan,16,0.1875
Other (Men's),ajax ↔ eintracht frankfurt,16,0.25
Other (Men's),leicester city ↔ luton,16,0.375
Other (Men's),brentford ↔ roma,16,0.3125
Other (Men's),empoli ↔ udinese,16,0.3125
Other (Men's),gunners ↔ wolves,16,0.375
Other (Men's),juventus ↔ nice,16,0.25
Other (Men's),manchester city ↔ saints,16,0.5
Other (Men's),napoli ↔ rennes,16,0.1875
Other (Men's),liverpool ↔ sassuolo,16,0.25
Other (Men's),leipzig ↔ psg,16,0.3125
Other (Men's),liverpool fc ↔ tottenham,16,0.1875
Other (Men's),borussia dortmund ↔ getafe,16,0.1875
Other (Men's),real madrid ↔ stuttgart,16,0.3125
Other (Men's),real madrid ↔ saints,16,0.3125
Other (Men's),burnley ↔ west ham united,16,0.75
Other (Men's),real madrid ↔ sassuolo,16,0.1875
Other (Men's),chelsea ↔ girona,16,0.3125
Other (Men's),borussia dortmund ↔ marseille,16,0.1875
Other (Men's),benfica ↔ leicester,16,0.3125
Other (Men's),aston villa ↔ atletico,16,0.5
Other (Men's),leicester city ↔ west bromwich albion,16,0.25
Other (Men's),feyenoord ↔ rangers,16,0.1875
Other (Men's),brighton ↔ fiorentina,16,0.1875
Other (Men's),gunners ↔ paris saint-germain,16,0.4375
Other (Men's),arsenal ↔ west bromwich albion,16,0.4375
Other (Men's),lazio ↔ leicester,16,0.1875
Other (Men's),leicester ↔ rb leipzig,16,0.375
Other (Men's),roma ↔ valencia,16,0.1875
Other (Men's),napoli ↔ sporting,16,0.25
Other (Men's),nice ↔ rayo vallecano,16,0.1875
Other (Men's),bayer leverkusen ↔ lyon,16,0.25
Other (Men's),rayo vallecano ↔ rennes,16,0.1875
Other (Men's),porto ↔ sporting,16,0.3125
Other (Men's),celta vigo ↔ rayo vallecano,16,0.4375
Other (Men's),leeds united ↔ norwich city,16,0.5
Other (Men's),newcastle united ↔ rayo vallecano,16,0.25
Other (Men's),spurs ↔ wolverhampton wanderers,16,0.5
Other (Men's),bayern munich ↔ tottenham hotspur,16,0.375
Other (Men's),barcelona ↔ wolves,16,0.25
Other (Men's),bayer leverkusen ↔ monaco,16,0.25
Other (Men's),lille ↔ west ham,16,0.3125
Other (Men's),genoa ↔ real madrid,16,0.25
Other (Men's),brighton & hove albion ↔ man city,16,0.4375
Other (Men's),newcastle united ↔ villarreal,16,0.3125
Other (Men's),saints ↔ tottenham,16,0.4375
Other (Men's),psg ↔ valencia,16,0.3125
Other (Men's),atletico madrid ↔ inter milan,16,0.4375
Other (Men's),monaco ↔ rayo vallecano,16,0.1875
Other (Men's),celtic ↔ marseille,16,0.1875
Other (Men's),leicester ↔ marseille,16,0.25
Other (Men's),benfica ↔ sporting cp,16,0.4375
Other (Men's),borussia monchengladbach ↔ gladbach,16,0.3125
Other (Men's),genoa ↔ inter,16,0.5
Other (Men's),athletic bilbao ↔ borussia dortmund,16,0.25
Other (Men's),everton ↔ sporting cp,16,0.375
Other (Men's),frankfurt ↔ hammers,16,0.3125
Other (Men's),bayern munich ↔ dynamo kyiv,16,0.25
Other (Men's),fc copenhagen ↔ fulham,16,0.25
Other (Men's),hoffenheim ↔ leipzig,16,0.3125
Other (Men's),frankfurt ↔ manchester united,16,0.3125
Other (Men's),psv ↔ rennes,15,0.4
Other (Men's),bayer leverkusen ↔ rennes,15,0.2
Other (Men's),everton ↔ strasbourg,15,0.2
Other (Men's),bayer leverkusen ↔ leicester,15,0.26666666666666666
Other (Men's),girona ↔ paris saint-germain,15,0.3333333333333333
Other (Men's),leipzig ↔ stuttgart,15,0.3333333333333333
Other (Men's),girona ↔ rayo vallecano,15,0.4666666666666667
Other (Men's),celtic ↔ leicester city,15,0.3333333333333333
Other (Men's),athletic bilbao ↔ atletico madrid,15,0.3333333333333333
Other (Men's),crystal palace ↔ psg,15,0.3333333333333333
Other (Men's),lens ↔ tottenham,15,0.2
Other (Men's),borussia mönchengladbach ↔ dortmund,15,0.26666666666666666
Other (Men's),manchester united ↔ rayo vallecano,15,0.3333333333333333
Other (Men's),borussia monchengladbach ↔ villarreal,15,0.26666666666666666
Other (Men's),eintracht frankfurt ↔ roma,15,0.26666666666666666
Other (Men's),man utd ↔ roma,15,0.2
Other (Men's),leicester city ↔ rennes,15,0.4
Other (Men's),burnley ↔ sevilla,15,0.2
Other (Men's),crystal palace ↔ dortmund,15,0.4
Other (Men's),lille ↔ reds,15,0.3333333333333333
Other (Men's),leeds united ↔ roma,15,0.13333333333333333
Other (Men's),newcastle united ↔ roma,15,0.2
Other (Men's),atletico madrid ↔ gunners,15,0.26666666666666666
Other (Men's),dortmund ↔ mainz,15,0.2
Other (Men's),hornets ↔ manchester city,15,0.4666666666666667
Other (Men's),benfica ↔ nottingham forest,15,0.4
Other (Men's),ac milan ↔ bayer leverkusen,15,0.26666666666666666
Other (Men's),borussia monchengladbach ↔ sevilla,15,0.2
Other (Men's),lens ↔ monaco,15,0.26666666666666666
Other (Men's),bayern ↔ burnley,15,0.2
Other (Men's),celta vigo ↔ getafe,15,0.4666666666666667
Other (Men's),fiorentina ↔ gunners,15,0.4
Other (Men's),lille ↔ montpellier,15,0.6
Other (Men's),villarreal ↔ west ham,15,0.3333333333333333
Other (Men's),barca ↔ brentford,15,0.26666666666666666
Other (Men's),leverkusen ↔ reds,15,0.4666666666666667
Other (Men's),fulham ↔ nice,15,0.3333333333333333
Other (Men's),manchester city ↔ vfl bochum,15,0.2
Other (Men's),napoli ↔ nottingham forest,15,0.3333333333333333
Other (Men's),atletico madrid ↔ red bull salzburg,15,0.3333333333333333
Other (Men's),feyenoord ↔ galatasaray,15,0.26666666666666666
Other (Men's),bayer leverkusen ↔ burnley,15,0.3333333333333333
Other (Men's),aston villa ↔ foxes,15,0.3333333333333333
Other (Men's),liverpool ↔ psv eindhoven,15,0.26666666666666666
Other (Men's),nice ↔ roma,15,0.26666666666666666
Other (Men's),atalanta ↔ psg,15,0.2
Other (Men's),fc copenhagen ↔ psv,15,0.26666666666666666
Other (Men's),celtic ↔ dortmund,15,0.3333333333333333
Other (Men's),lille ↔ newcastle united,15,0.3333333333333333
Other (Men's),liverpool ↔ union saint-gilloise,15,0.2
Other (Men's),bayern munich ↔ girona,15,0.26666666666666666
Other (Men's),atletico madrid ↔ marseille,15,0.26666666666666666
Other (Men's),chelsea ↔ hornets,15,0.4
Other (Men's),leipzig ↔ red bull salzburg,15,0.3333333333333333
Other (Men's),rb leipzig ↔ roma,15,0.2
Other (Men's),benfica ↔ dortmund,15,0.26666666666666666
Other (Men's),inter ↔ osasuna,15,0.2
Other (Men's),chelsea ↔ fc porto,15,0.26666666666666666
Other (Men's),wolverhampton wanderers ↔ wolves,15,0.5333333333333333
Other (Men's),burnley ↔ osasuna,15,0.2
Other (Men's),atletico madrid ↔ brentford,15,0.5333333333333333
Other (Men's),chelsea ↔ sporting,15,0.26666666666666666
Other (Men's),borussia dortmund ↔ bournemouth,15,0.4666666666666667
Other (Men's),roma ↔ udinese,15,0.3333333333333333
Other (Men's),leicester ↔ luton,15,0.3333333333333333
Other (Men's),ac milan ↔ sassuolo,15,0.5333333333333333
Other (Men's),athletic bilbao ↔ juventus,15,0.2
Other (Men's),bayer leverkusen ↔ sheffield united,15,0.26666666666666666
Other (Men's),celta vigo ↔ mallorca,15,0.4
Other (Men's),celta vigo ↔ villarreal,15,0.4666666666666667
Other (Men's),real madrid ↔ sporting,15,0.26666666666666666
Other (Men's),rangers ↔ reds,15,0.26666666666666666
Other (Men's),reds ↔ toffees,15,0.3333333333333333
Other (Men's),benfica ↔ leeds united,15,0.2
Other (Men's),athletic bilbao ↔ manchester united,15,0.2
Other (Men's),stuttgart ↔ tottenham,15,0.26666666666666666
Other (Men's),man city ↔ milan,15,0.26666666666666666
Other (Men's),lazio ↔ villarreal,15,0.2
Other (Men's),milan ↔ rb leipzig,15,0.3333333333333333
Other (Men's),bournemouth ↔ rb leipzig,15,0.3333333333333333
Other (Men's),celtic ↔ lyon,15,0.2
Other (Men's),bayer leverkusen ↔ tottenham hotspur,15,0.26666666666666666
Other (Men's),feyenoord ↔ psg,15,0.3333333333333333
Other (Men's),everton ↔ nice,15,0.4
Other (Men's),everton ↔ psv,15,0.26666666666666666
Other (Men's),bayern munich ↔ norwich city,15,0.26666666666666666
Other (Men's),chelsea ↔ fenerbahce,15,0.3333333333333333
Other (Men's),leeds united ↔ lyon,15,0.26666666666666666
Other (Men's),lens ↔ lille,15,0.3333333333333333
Other (Men's),bayer 04 leverkusen ↔ leverkusen,15,0.3333333333333333
Other (Men's),ac milan ↔ psv,15,0.2
Other (Men's),empoli ↔ lazio,15,0.4
Other (Men's),ac milan ↔ nice,15,0.26666666666666666
Other (Men's),leicester ↔ strasbourg,15,0.26666666666666666
Other (Men's),sporting ↔ sporting cp,15,0.5333333333333333
Other (Men's),empoli ↔ milan,15,0.4
Other (Men's),bournemouth ↔ norwich city,15,0.4666666666666667
Other (Men's),ac milan ↔ rennes,15,0.26666666666666666
Other (Men's),dynamo kyiv ↔ manchester united,15,0.2
Other (Men's),leicester ↔ milan,15,0.26666666666666666
Other (Men's),athletic bilbao ↔ newcastle united,15,0.26666666666666666
Other (Men's),brentford ↔ osasuna,15,0.2
Other (Men's),napoli ↔ norwich city,15,0.26666666666666666
Other (Men's),manchester united ↔ osasuna,15,0.2
Other (Men's),brighton & hove albion ↔ fulham,15,0.4
Other (Men's),burnley ↔ villarreal,15,0.2
Other (Men's),fiorentina ↔ sampdoria,15,0.2
Other (Men's),bayer leverkusen ↔ leicester city,15,0.26666666666666666
Other (Men's),liverpool ↔ west bromwich albion,15,0.4
Other (Men's),barca ↔ rennes,15,0.3333333333333333
Other (Men's),bayern munich ↔ sampdoria,15,0.2
Other (Men's),aston villa ↔ lille,15,0.4
Other (Men's),leeds united ↔ red bull salzburg,15,0.4
Other (Men's),bristol city ↔ tottenham,15,0.26666666666666666
Other (Men's),bayern ↔ fulham,15,0.26666666666666666
Other (Men's),bayer leverkusen ↔ crystal palace,14,0.35714285714285715
Other (Men's),barca ↔ frankfurt,14,0.42857142857142855
Other (Men's),chelsea ↔ freiburg,14,0.2857142857142857
Other (Men's),ajax ↔ hoffenheim,14,0.14285714285714285
Other (Men's),paris saint-germain ↔ sassuolo,14,0.21428571428571427
Other (Men's),galatasaray ↔ tottenham,14,0.35714285714285715
Other (Men's),leicester ↔ west bromwich albion,14,0.21428571428571427
Other (Men's),bayern munich ↔ osasuna,14,0.21428571428571427
Other (Men's),norwich city ↔ wolves,14,0.35714285714285715
Other (Men's),marseille ↔ napoli,14,0.2857142857142857
Other (Men's),manchester united ↔ toulouse,14,0.14285714285714285
Other (Men's),manchester city ↔ west bromwich albion,14,0.2857142857142857
Other (Men's),borussia mönchengladbach ↔ everton,14,0.21428571428571427
Other (Men's),fulham ↔ red bull salzburg,14,0.2857142857142857
Other (Men's),gunners ↔ valencia,14,0.2857142857142857
Other (Men's),leicester ↔ valencia,14,0.35714285714285715
Other (Men's),eintracht frankfurt ↔ rennes,14,0.21428571428571427
Other (Men's),brentford ↔ toffees,14,0.6428571428571429
Other (Men's),borussia mönchengladbach ↔ monaco,14,0.21428571428571427
Other (Men's),fc porto ↔ sporting cp,14,0.21428571428571427
Other (Men's),arsenal ↔ montpellier,14,0.2857142857142857
Other (Men's),fc copenhagen ↔ tottenham,14,0.21428571428571427
Other (Men's),bayern munich ↔ sporting,14,0.21428571428571427
Other (Men's),norwich city ↔ west bromwich albion,14,0.2857142857142857
Other (Men's),mainz ↔ rb leipzig,14,0.35714285714285715
Other (Men's),bayer leverkusen ↔ osasuna,14,0.21428571428571427
Other (Men's),nice ↔ psv,14,0.21428571428571427
Other (Men's),burnley ↔ west bromwich albion,14,0.2857142857142857
Other (Men's),man utd ↔ napoli,14,0.2857142857142857
Other (Men's),inter ↔ lyon,14,0.14285714285714285
Other (Men's),bayer leverkusen ↔ brentford,14,0.21428571428571427
Other (Men's),augsburg ↔ villarreal,14,0.2857142857142857
Other (Men's),dortmund ↔ wolfsburg,14,0.5
Other (Men's),liverpool fc ↔ manchester city,14,0.21428571428571427
Other (Men's),leipzig ↔ spurs,14,0.2857142857142857
Other (Men's),osasuna ↔ paris saint-germain,14,0.35714285714285715
Other (Men's),bologna ↔ fiorentina,14,0.21428571428571427
Other (Men's),fulham ↔ lazio,14,0.2857142857142857
Other (Men's),ajax ↔ sporting,14,0.21428571428571427
Other (Men's),inter ↔ psv,14,0.21428571428571427
Other (Men's),crystal palace ↔ lazio,14,0.2857142857142857
Other (Men's),paris saint-germain ↔ rangers,14,0.14285714285714285
Other (Men's),ac milan ↔ man city,14,0.2857142857142857
Other (Men's),rb leipzig ↔ wolfsburg,14,0.35714285714285715
Other (Men's),brentford ↔ sporting,14,0.2857142857142857
Other (Men's),celtic ↔ hoffenheim,14,0.14285714285714285
Other (Men's),atalanta ↔ man city,14,0.21428571428571427
Other (Men's),bournemouth ↔ bristol city,14,0.2857142857142857
Other (Men's),chelsea ↔ mallorca,14,0.21428571428571427
Other (Men's),bristol city ↔ everton,14,0.2857142857142857
Other (Men's),tottenham ↔ udinese,14,0.2857142857142857
Other (Men's),bristol city ↔ fulham,14,0.2857142857142857
Other (Men's),fulham ↔ gunners,14,0.5
Other (Men's),athletic bilbao ↔ tottenham,14,0.21428571428571427
Other (Men's),bayern ↔ nice,14,0.2857142857142857
Other (Men's),bournemouth ↔ juventus,14,0.42857142857142855
Other (Men's),leverkusen ↔ paris saint-germain,14,0.2857142857142857
Other (Men's),leverkusen ↔ psg,14,0.2857142857142857
Other (Men's),nottingham forest ↔ wolverhampton wanderers,14,0.5714285714285714
Other (Men's),bristol city ↔ manchester city,14,0.2857142857142857
Other (Men's),luton town ↔ rb leipzig,14,0.2857142857142857
Other (Men's),athletic bilbao ↔ bayern munich,14,0.21428571428571427
Other (Men's),osasuna ↔ porto,14,0.21428571428571427
Other (Men's),atletico madrid ↔ mallorca,14,0.2857142857142857
Other (Men's),leicester ↔ monaco,14,0.35714285714285715
Other (Men's),rb leipzig ↔ rennes,14,0.21428571428571427
Other (Men's),burnley ↔ foxes,14,0.2857142857142857
Other (Men's),girona ↔ valencia,14,0.42857142857142855
Other (Men's),brighton ↔ feyenoord,14,0.21428571428571427
Other (Men's),borussia dortmund ↔ nice,14,0.21428571428571427
Other (Men's),roma ↔ west ham united,14,0.21428571428571427
Other (Men's),monaco ↔ villarreal,14,0.14285714285714285
Other (Men's),galatasaray ↔ porto,14,0.2857142857142857
Other (Men's),genoa ↔ spurs,14,0.2857142857142857
Other (Men's),udinese ↔ verona,14,0.42857142857142855
Other (Men's),porto ↔ west ham,14,0.42857142857142855
Other (Men's),manchester city ↔ villans,14,0.35714285714285715
Other (Men's),manchester united ↔ wolfsburg,14,0.21428571428571427
Other (Men's),newcastle ↔ wolverhampton wanderers,14,0.5714285714285714
Other (Men's),marseille ↔ valencia,14,0.21428571428571427
Other (Men's),benfica ↔ eintracht frankfurt,14,0.21428571428571427
Other (Men's),celtic ↔ eintracht frankfurt,14,0.2857142857142857
Other (Men's),barcelona ↔ genoa,14,0.21428571428571427
Other (Men's),villarreal ↔ wolfsburg,14,0.2857142857142857
Other (Men's),fiorentina ↔ villarreal,14,0.42857142857142855
Other (Men's),magpies ↔ norwich city,14,0.2857142857142857
Other (Men's),napoli ↔ west ham,14,0.5
Other (Men's),lens ↔ newcastle,14,0.21428571428571427
Other (Men's),nice ↔ rb leipzig,14,0.21428571428571427
Other (Men's),burnley ↔ lyon,14,0.35714285714285715
Other (Men's),gunners ↔ inter,14,0.35714285714285715
Other (Men's),hellas verona ↔ napoli,14,0.2857142857142857
Other (Men's),atalanta ↔ spurs,14,0.21428571428571427
Other (Men's),brentford ↔ nice,14,0.35714285714285715
Other (Men's),atalanta ↔ crystal palace,14,0.2857142857142857
Other (Men's),blues ↔ magpies,14,0.35714285714285715
Other (Men's),fulham ↔ monaco,14,0.42857142857142855
Other (Men's),ac milan ↔ celtic,14,0.21428571428571427
Other (Men's),inter milan ↔ reds,14,0.21428571428571427
Other (Men's),leicester ↔ lille,14,0.2857142857142857
Other (Men's),barcelona ↔ strasbourg,14,0.21428571428571427
Other (Men's),arsenal ↔ wolverhampton wanderers,14,0.7142857142857143
Other (Men's),leeds united ↔ monaco,14,0.14285714285714285
Other (Men's),juventus ↔ verona,14,0.35714285714285715
Other (Men's),eintracht frankfurt ↔ freiburg,14,0.35714285714285715
Other (Men's),freiburg ↔ tottenham,14,0.21428571428571427
Other (Men's),luton town ↔ norwich city,14,0.2857142857142857
Other (Men's),brighton & hove albion ↔ burnley,14,0.35714285714285715
Other (Men's),brighton ↔ lyon,14,0.42857142857142855
Other (Men's),feyenoord ↔ spurs,14,0.21428571428571427
Other (Men's),bayern munich ↔ vfl bochum,14,0.42857142857142855
Other (Men's),rangers ↔ wolfsburg,14,0.21428571428571427
Other (Men's),brighton ↔ rennes,14,0.21428571428571427
Other (Men's),newcastle united ↔ valencia,14,0.2857142857142857
Other (Men's),arsenal ↔ sporting cp,14,0.35714285714285715
Other (Men's),manchester united ↔ saints,14,0.5714285714285714
Other (Men's),cagliari ↔ udinese,14,0.35714285714285715
Other (Men's),bayern ↔ brighton,14,0.21428571428571427
Other (Men's),aston villa ↔ marseille,14,0.35714285714285715
Other (Men's),eintracht frankfurt ↔ inter,14,0.21428571428571427
Other (Men's),bayern ↔ feyenoord,14,0.2857142857142857
Other (Men's),besiktas ↔ borussia dortmund,14,0.21428571428571427
Other (Men's),psv ↔ roma,14,0.2857142857142857
Other (Men's),liverpool ↔ rayo vallecano,14,0.35714285714285715
Other (Men's),hoffenheim ↔ valencia,14,0.14285714285714285
Other (Men's),chelsea ↔ torino,14,0.21428571428571427
Other (Men's),gunners ↔ lyon,14,0.35714285714285715
Other (Men's),magpies ↔ man city,14,0.5
Other (Men's),crystal palace ↔ hornets,14,0.5
Other (Men's),barcelona ↔ borussia mönchengladbach,14,0.21428571428571427
Other (Men's),aston villa ↔ getafe,14,0.21428571428571427
Other (Men's),arsenal ↔ rayo vallecano,13,0.23076923076923078
Other (Men's),hoffenheim ↔ roma,13,0.15384615384615385
Other (Men's),newcastle ↔ rennes,13,0.23076923076923078
Other (Men's),athletic bilbao ↔ leeds united,13,0.15384615384615385
Other (Men's),ac milan ↔ athletic bilbao,13,0.15384615384615385
Other (Men's),borussia mönchengladbach ↔ villarreal,13,0.15384615384615385
Other (Men's),chelsea ↔ strasbourg,13,0.38461538461538464
Other (Men's),brighton & hove albion ↔ norwich city,13,0.23076923076923078
Other (Men's),manchester united ↔ udinese,13,0.3076923076923077
Other (Men's),galatasaray ↔ psg,13,0.23076923076923078
Other (Men's),fc porto ↔ paris saint-germain,13,0.23076923076923078
Other (Men's),bayern ↔ gunners,13,0.3076923076923077
Other (Men's),getafe ↔ osasuna,13,0.3076923076923077
Other (Men's),brighton & hove albion ↔ tottenham hotspur,13,0.38461538461538464
Other (Men's),gunners ↔ nice,13,0.38461538461538464
Other (Men's),leverkusen ↔ tottenham,13,0.38461538461538464
Other (Men's),borussia dortmund ↔ frankfurt,13,0.23076923076923078
Other (Men's),genoa ↔ torino,13,0.3076923076923077
Other (Men's),bristol city ↔ liverpool,13,0.3076923076923077
Other (Men's),everton ↔ hornets,13,0.46153846153846156
Other (Men's),bayer 04 leverkusen ↔ hoffenheim,13,0.15384615384615385
Other (Men's),lyon ↔ rennes,13,0.38461538461538464
Other (Men's),lazio ↔ norwich city,13,0.23076923076923078
Other (Men's),frankfurt ↔ liverpool,13,0.3076923076923077
Other (Men's),fc copenhagen ↔ galatasaray,13,0.3076923076923077
Other (Men's),getafe ↔ mallorca,13,0.5384615384615384
Other (Men's),cagliari ↔ chelsea,13,0.3076923076923077
Other (Men's),chelsea ↔ liverpool fc,13,0.15384615384615385
Other (Men's),norwich city ↔ paris saint-germain,13,0.23076923076923078
Other (Men's),mainz ↔ paris saint-germain,13,0.23076923076923078
Other (Men's),borussia mönchengladbach ↔ porto,13,0.15384615384615385
Other (Men's),mallorca ↔ sevilla,13,0.3076923076923077
Other (Men's),lille ↔ red bull salzburg,13,0.23076923076923078
Other (Men's),empoli ↔ napoli,13,0.38461538461538464
Other (Men's),bayer leverkusen ↔ benfica,13,0.23076923076923078
Other (Men's),ajax ↔ psv eindhoven,13,0.3076923076923077
Other (Men's),leicester ↔ lyon,13,0.3076923076923077
Other (Men's),borussia mönchengladbach ↔ getafe,13,0.15384615384615385
Other (Men's),hammers ↔ leicester city,13,0.38461538461538464
Other (Men's),crystal palace ↔ strasbourg,13,0.23076923076923078
Other (Men's),man utd ↔ rb leipzig,13,0.23076923076923078
Other (Men's),bournemouth ↔ west ham united,13,0.6153846153846154
Other (Men's),hoffenheim ↔ napoli,13,0.15384615384615385
Other (Men's),chelsea ↔ dynamo kyiv,13,0.15384615384615385
Other (Men's),milan ↔ sassuolo,13,0.38461538461538464
Other (Men's),dortmund ↔ nottingham forest,13,0.3076923076923077
Other (Men's),athletic bilbao ↔ girona,13,0.38461538461538464
Other (Men's),newcastle united ↔ sevilla,13,0.3076923076923077
Other (Men's),atalanta ↔ rennes,13,0.23076923076923078
Other (Men's),ajax ↔ borussia mönchengladbach,13,0.15384615384615385
Other (Men's),bayer 04 leverkusen ↔ napoli,13,0.15384615384615385
Other (Men's),bournemouth ↔ hammers,13,0.46153846153846156
Other (Men's),bayer 04 leverkusen ↔ lazio,13,0.15384615384615385
Other (Men's),bayern ↔ man utd,13,0.23076923076923078
Other (Men's),atalanta ↔ bayer leverkusen,13,0.23076923076923078
Other (Men's),arsenal ↔ bristol city,13,0.3076923076923077
Other (Men's),borussia mönchengladbach ↔ real madrid,13,0.15384615384615385
Other (Men's),brentford ↔ lille,13,0.23076923076923078
Other (Men's),galatasaray ↔ paris saint-germain,13,0.23076923076923078
Other (Men's),bayern munich ↔ mainz,13,0.46153846153846156
Other (Men's),empoli ↔ roma,13,0.38461538461538464
Other (Men's),benfica ↔ man city,13,0.3076923076923077
Other (Men's),cherries ↔ liverpool,13,0.6153846153846154
Other (Men's),leicester city ↔ milan,13,0.23076923076923078
Other (Men's),lens ↔ newcastle united,13,0.15384615384615385
Other (Men's),hammers ↔ leicester,13,0.3076923076923077
Other (Men's),leipzig ↔ napoli,13,0.3076923076923077
Other (Men's),newcastle ↔ psv,13,0.23076923076923078
Other (Men's),brighton ↔ hornets,13,0.38461538461538464
Other (Men's),rangers ↔ union saint-gilloise,13,0.23076923076923078
Other (Men's),getafe ↔ lazio,13,0.15384615384615385
Other (Men's),aston villa ↔ hornets,13,0.38461538461538464
Other (Men's),borussia monchengladbach ↔ milan,13,0.15384615384615385
Other (Men's),juventus ↔ sheffield united,13,0.3076923076923077
Other (Men's),borussia dortmund ↔ galatasaray,13,0.3076923076923077
Other (Men's),benfica ↔ napoli,13,0.38461538461538464
Other (Men's),eintracht frankfurt ↔ leipzig,13,0.23076923076923078
Other (Men's),leeds united ↔ napoli,13,0.3076923076923077
Other (Men's),bayern ↔ psv,13,0.23076923076923078
Other (Men's),fulham ↔ psg,13,0.3076923076923077
Other (Men's),freiburg ↔ manchester city,13,0.23076923076923078
Other (Men's),hammers ↔ rangers,13,0.38461538461538464
Other (Men's),ac milan ↔ gunners,13,0.3076923076923077
