model,model_key,entity_type,precision,recall,f1,support
en_core_web_trf,trf,LOC,0.7635679742074154,0.8519184652278178,0.8053272881836213,1668
en_core_web_trf,trf,MISC,0.8073701842546064,0.6866096866096866,0.7421093148575826,702
en_core_web_trf,trf,ORG,0.7606659729448492,0.44009632751354605,0.5575896262395119,1661
en_core_web_trf,trf,PER,0.8788059701492538,0.9103277674706246,0.8942891859052248,1617
en_core_web_trf,trf,OVERALL,0.8060463290145269,0.7269830028328612,0.7644758890336996,5648
