file,player_name,country,position,models_missed
Reports/BBC/42_FRA_BEL.json,Mbappe,FRA,Centre Forward,"en_core_web_lg, en_core_web_sm"
Reports/BBC/43_ROU_NED.json,Donyell Malen,NED,Right Winger,"en_core_web_lg, en_core_web_sm"
Reports/BBC/43_ROU_NED.json,Memphis Depay,NED,Centre Forward,"en_core_web_lg, en_core_web_sm"
Reports/BBC/44_AUT_TUR.json,Barış Alper Yılmaz,TUR,Right Winger,"en_core_web_lg, en_core_web_sm"
Reports/BBC/44_AUT_TUR.json,Gunok,TUR,Goalkeeper,"en_core_web_lg, en_core_web_sm"
Reports/BBC/45_ESP_GER.json,Fullkrug,GER,Centre Forward,"en_core_web_lg, en_core_web_sm"
Reports/BBC/46_POR_FRA.json,Conceicao,POR,Right Winger,"en_core_web_lg, en_core_web_sm"
Reports/BBC/46_POR_FRA.json,Leao,POR,Left Winger,"en_core_web_lg, en_core_web_sm"
Reports/BBC/46_POR_FRA.json,Mbappe,FRA,Centre Forward,"en_core_web_lg, en_core_web_sm"
Reports/BBC/47_NED_TUR.json,Denzel Dumfries,NED,Right Midfield,"en_core_web_lg, en_core_web_sm"
Reports/BBC/47_NED_TUR.json,Muldur,TUR,Right Back,"en_core_web_lg, en_core_web_sm"
Reports/BBC/51_ESP_ENG.json,Gareth Southgate,ENG,Coach,"en_core_web_lg, en_core_web_sm"
